latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.61403,79.957,367,0.36,0.58,2022-03-24,0705,1,VIIRS,h,2.0NRT,303.35,8.79,D
28.79206,79.9635,331.67,0.36,0.57,2022-03-24,0705,1,VIIRS,n,2.0NRT,300.91,1.61,D
28.84846,79.94648,337.63,0.36,0.57,2022-03-24,0705,1,VIIRS,n,2.0NRT,301.48,2.4,D
28.84763,79.94289,332.92,0.36,0.57,2022-03-24,0705,1,VIIRS,n,2.0NRT,302.27,2.4,D
28.86965,79.8942,338.6,0.36,0.58,2022-03-24,0705,1,VIIRS,n,2.0NRT,300.07,5.67,D
28.66042,77.79952,331.86,0.49,0.65,2022-03-24,0705,1,VIIRS,n,2.0NRT,302.43,2.37,D
29.3551,79.28832,343.36,0.38,0.59,2022-03-24,0705,1,VIIRS,n,2.0NRT,301.16,4.05,D
29.38887,79.27434,331.43,0.38,0.59,2022-03-24,0705,1,VIIRS,n,2.0NRT,301.12,2.51,D
29.52935,79.69786,328.55,0.36,0.57,2022-03-24,0705,1,VIIRS,l,2.0NRT,299.15,2.86,D
28.41868,79.92165,332.72,0.37,0.58,2022-03-24,0705,1,VIIRS,n,2.0NRT,300.21,3.79,D
29.67305,79.35035,330.22,0.38,0.58,2022-03-24,0705,1,VIIRS,n,2.0NRT,297.88,2.75,D
28.9949,76.35761,346.77,0.58,0.7,2022-03-24,0705,1,VIIRS,n,2.0NRT,301.82,8.05,D
29.45536,76.86613,367,0.53,0.67,2022-03-24,0705,1,VIIRS,h,2.0NRT,301.61,18.27,D
29.72617,77.64744,335.01,0.47,0.64,2022-03-24,0705,1,VIIRS,n,2.0NRT,299.08,3.51,D
29.76565,77.78017,335.18,0.46,0.64,2022-03-24,0705,1,VIIRS,n,2.0NRT,300.77,3.31,D
29.72549,77.64699,334.95,0.47,0.64,2022-03-24,0705,1,VIIRS,n,2.0NRT,298.66,4.08,D
29.7658,77.77931,336.17,0.46,0.64,2022-03-24,0705,1,VIIRS,n,2.0NRT,300.93,3.91,D
26.42691,79.79826,335.34,0.68,0.74,2022-03-24,0845,1,VIIRS,n,2.0NRT,299.55,4,D
28.45391,79.97808,331.59,0.72,0.76,2022-03-24,0845,1,VIIRS,n,2.0NRT,297.72,8.93,D
28.45201,79.97678,331.28,0.72,0.76,2022-03-24,0845,1,VIIRS,n,2.0NRT,298.15,10.09,D
28.72656,77.12125,331.34,0.49,0.65,2022-03-24,0845,1,VIIRS,n,2.0NRT,303.11,9.81,D
28.73257,77.12081,367,0.49,0.65,2022-03-24,0845,1,VIIRS,h,2.0NRT,305.02,9.81,D
28.72886,77.12273,367,0.49,0.65,2022-03-24,0845,1,VIIRS,h,2.0NRT,302.46,13.68,D
28.72856,77.11768,351.76,0.49,0.65,2022-03-24,0845,1,VIIRS,n,2.0NRT,305.17,12.41,D
29.45742,76.87345,367,0.48,0.64,2022-03-24,0845,1,VIIRS,h,2.0NRT,300.11,21.48,D
29.45709,76.86848,347.35,0.48,0.64,2022-03-24,0845,1,VIIRS,n,2.0NRT,304.04,21.48,D
29.45455,76.87166,333.9,0.48,0.64,2022-03-24,0845,1,VIIRS,n,2.0NRT,301.23,23.47,D
29.46051,76.87119,367,0.48,0.64,2022-03-24,0845,1,VIIRS,h,2.0NRT,301.45,23.47,D
29.46021,76.86623,333.16,0.48,0.64,2022-03-24,0845,1,VIIRS,n,2.0NRT,300.88,24.24,D
29.75617,79.69917,300.63,0.4,0.6,2022-03-24,2110,1,VIIRS,n,2.0NRT,284.71,0.85,N
29.46156,76.86526,320.61,0.55,0.51,2022-03-24,2110,1,VIIRS,n,2.0NRT,292.25,5.03,N
29.46033,76.87077,334.78,0.55,0.51,2022-03-24,2110,1,VIIRS,n,2.0NRT,292.11,5.66,N
28.40425,76.70613,310.74,0.57,0.52,2022-03-24,2110,1,VIIRS,n,2.0NRT,288.56,1.61,N
28.03518,77.18362,309.78,0.62,0.54,2022-03-24,2110,1,VIIRS,n,2.0NRT,290.83,1.92,N
28.03641,77.18884,308.08,0.62,0.54,2022-03-24,2110,1,VIIRS,n,2.0NRT,290.41,1.37,N
27.67011,76.12918,305.07,0.54,0.51,2022-03-24,2110,1,VIIRS,n,2.0NRT,292.61,1.21,N
28.6782,79.43649,333.79,0.74,0.76,2022-03-25,0646,1,VIIRS,n,2.0NRT,302.13,5.4,D
27.47304,76.00329,354.71,0.41,0.45,2022-03-25,0826,1,VIIRS,n,2.0NRT,314.54,14.04,D
28.37119,79.95293,335.15,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.37,3.46,D
28.37088,79.94914,330.62,0.37,0.58,2022-03-25,0826,1,VIIRS,l,2.0NRT,303.9,3.46,D
28.37058,79.94537,354.06,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,305.24,4.14,D
28.37028,79.94165,330.1,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.68,4.14,D
28.38187,79.9519,345.77,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,305.42,4.47,D
28.40543,79.97634,339.76,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.8,6.43,D
28.41141,79.98342,341.68,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.81,4.29,D
28.4218,79.97864,346.05,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,305.64,3.39,D
28.40944,79.98406,340.49,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.85,3.47,D
28.40887,79.97647,335.07,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.25,6.57,D
28.40858,79.97269,335.67,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.91,3.87,D
28.41987,79.97926,332.62,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,305.06,1.63,D
28.42522,79.97872,334.65,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.11,2.15,D
28.44217,79.98854,347.75,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,303.78,3.62,D
28.44694,79.98045,345.61,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.96,4.37,D
28.55222,79.9754,339.53,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,302.65,4.43,D
28.55847,79.98632,347.51,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,303.02,3.44,D
28.55817,79.98252,334.85,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,302.1,3.44,D
28.55788,79.97871,345.34,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,302.3,4.43,D
28.55758,79.97491,352.34,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,303.28,4.43,D
28.41883,78.05931,340.75,0.56,0.52,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.94,4.3,D
28.66451,79.98847,367,0.37,0.58,2022-03-25,0826,1,VIIRS,h,2.0NRT,304.53,11.22,D
28.66421,79.98464,336.94,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,302.96,8.92,D
28.73879,79.96998,334.44,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,305.16,1.96,D
28.73624,79.96963,330.43,0.37,0.58,2022-03-25,0826,1,VIIRS,l,2.0NRT,305.13,1,D
28.78487,79.96874,330.15,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,304.59,1.94,D
28.79024,79.96821,335.55,0.37,0.58,2022-03-25,0826,1,VIIRS,n,2.0NRT,302.7,1.94,D
29.32118,79.24977,332.17,0.34,0.56,2022-03-25,0828,1,VIIRS,l,2.0NRT,303.34,3.26,D
29.3021,78.88413,332.06,0.32,0.55,2022-03-25,0828,1,VIIRS,n,2.0NRT,303.87,1.74,D
29.43213,79.11512,351.62,0.33,0.56,2022-03-25,0828,1,VIIRS,n,2.0NRT,304.36,2.67,D
29.43185,79.11172,330.77,0.33,0.56,2022-03-25,0828,1,VIIRS,l,2.0NRT,303.18,2.67,D
29.43699,79.11127,333.99,0.33,0.56,2022-03-25,0828,1,VIIRS,l,2.0NRT,304.2,4.99,D
29.39619,78.00213,341.19,0.57,0.52,2022-03-25,0828,1,VIIRS,n,2.0NRT,303.14,15,D
29.55313,78.02762,332.02,0.58,0.52,2022-03-25,0828,1,VIIRS,l,2.0NRT,304.47,2,D
29.75355,79.69753,330.7,0.37,0.58,2022-03-25,0828,1,VIIRS,n,2.0NRT,299.23,5.74,D
29.74592,79.2641,331.49,0.34,0.56,2022-03-25,0828,1,VIIRS,l,2.0NRT,302.79,2.72,D
29.53679,76.65593,339.91,0.48,0.48,2022-03-25,0828,1,VIIRS,n,2.0NRT,304.63,4.89,D
29.81127,79.2299,340,0.34,0.56,2022-03-25,0828,1,VIIRS,n,2.0NRT,305.11,1.99,D
29.82036,78.92532,335.75,0.33,0.55,2022-03-25,0828,1,VIIRS,n,2.0NRT,304.5,4.43,D
29.91511,79.33298,330.81,0.35,0.57,2022-03-25,0828,1,VIIRS,l,2.0NRT,300.95,2.51,D
29.82831,79.94814,299.92,0.43,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,286.62,0.92,N
29.83517,79.66644,295.71,0.42,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,283.25,0.42,N
29.91,79.21712,295.87,0.39,0.44,2022-03-25,2053,1,VIIRS,n,2.0NRT,285.22,0.48,N
29.75449,79.71036,295.52,0.42,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,284.9,0.95,N
29.82713,78.91636,297.52,0.57,0.43,2022-03-25,2053,1,VIIRS,n,2.0NRT,285.58,0.99,N
29.53686,79.86628,297.27,0.44,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,286.42,0.36,N
29.68622,78.27448,300.99,0.53,0.42,2022-03-25,2053,1,VIIRS,n,2.0NRT,286.87,0.4,N
29.68243,78.27351,297.97,0.53,0.42,2022-03-25,2053,1,VIIRS,n,2.0NRT,287.78,0.4,N
29.43305,79.44135,301.4,0.41,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,286.58,1.02,N
29.38579,79.23962,302.41,0.4,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,292.02,1.42,N
29.38492,79.24386,304.03,0.4,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,292.4,2.07,N
29.3654,79.25648,315.42,0.41,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.62,1.21,N
29.36456,79.26052,303.58,0.41,0.45,2022-03-25,2053,1,VIIRS,n,2.0NRT,290.62,1.21,N
29.22164,79.58511,306.39,0.43,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,292.39,1.01,N
29.22085,79.58894,303.87,0.43,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,292.98,1.08,N
29.008,79.82767,300.85,0.44,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,288.92,0.64,N
28.94526,79.64587,301.78,0.43,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.38,0.49,N
28.86936,79.98233,302.28,0.45,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.6,1.45,N
28.94248,79.61766,304.17,0.43,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.15,0.64,N
28.87126,79.97971,301.14,0.45,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,290.55,0.72,N
28.94112,79.61848,307.69,0.43,0.46,2022-03-25,2053,1,VIIRS,n,2.0NRT,292.25,2.33,N
28.8586,79.97629,300.42,0.45,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,290.21,0.49,N
29.45942,76.86691,339.67,0.46,0.39,2022-03-25,2053,1,VIIRS,n,2.0NRT,296.07,9.42,N
28.84455,79.95812,301.67,0.45,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.56,1.09,N
29.04092,78.95814,299.85,0.4,0.44,2022-03-25,2053,1,VIIRS,n,2.0NRT,289.76,0.47,N
28.62902,79.95811,302.43,0.46,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.32,1.52,N
28.57004,79.96162,303.72,0.46,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.93,1.01,N
28.5658,79.96048,308.89,0.46,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.78,1.01,N
28.45284,79.99561,316.13,0.46,0.47,2022-03-25,2053,1,VIIRS,n,2.0NRT,293.48,2.42,N
28.74646,77.31979,312.9,0.5,0.41,2022-03-25,2053,1,VIIRS,n,2.0NRT,293.44,1.14,N
28.74383,77.32192,305.35,0.5,0.41,2022-03-25,2053,1,VIIRS,n,2.0NRT,292.59,0.66,N
28.57484,76.3124,308.95,0.45,0.39,2022-03-25,2053,1,VIIRS,n,2.0NRT,291.76,1.48,N
27.66953,76.12933,314.21,0.45,0.39,2022-03-25,2053,1,VIIRS,n,2.0NRT,296.33,1.85,N
26.81694,76.99667,304.44,0.51,0.41,2022-03-25,2053,1,VIIRS,n,2.0NRT,289.7,0.58,N
26.40156,79.8447,346.99,0.54,0.42,2022-03-26,0807,1,VIIRS,n,2.0NRT,313.79,11.88,D
26.2843,77.77257,340.37,0.43,0.38,2022-03-26,0807,1,VIIRS,l,2.0NRT,314.51,5.21,D
27.85007,77.56277,344.51,0.44,0.38,2022-03-26,0807,1,VIIRS,n,2.0NRT,315.71,7.46,D
28.26899,79.49124,334.38,0.54,0.42,2022-03-26,0807,1,VIIRS,n,2.0NRT,308.4,1.82,D
28.3465,79.96384,343.27,0.57,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,307.61,5.47,D
28.34983,79.95742,334.96,0.57,0.43,2022-03-26,0807,1,VIIRS,l,2.0NRT,306.79,5.47,D
28.34917,79.95158,336.67,0.57,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.12,4.44,D
28.41266,79.9753,333.36,0.38,0.43,2022-03-26,0807,1,VIIRS,l,2.0NRT,307.33,3.95,D
28.17367,77.96983,333.93,0.46,0.39,2022-03-26,0807,1,VIIRS,l,2.0NRT,306.03,2.69,D
28.41474,79.97556,339.64,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,307.78,4.4,D
28.5776,79.96434,349.54,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,305.5,4.73,D
28.5816,79.96378,340.86,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.99,4.73,D
28.58116,79.95985,335.79,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,303.51,4.91,D
28.62957,79.95696,341.28,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.66,6.54,D
28.63148,79.95731,346.25,0.38,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,307.41,6.85,D
28.66572,79.93645,342.38,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.61,4.7,D
28.66529,79.93253,330.04,0.38,0.43,2022-03-26,0807,1,VIIRS,l,2.0NRT,304,2.48,D
28.67416,79.93924,334.08,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,305.53,2.74,D
28.67815,79.93867,340.92,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.23,2.74,D
28.67771,79.93474,334.69,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.31,2.74,D
28.72264,79.97247,335.12,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,307.35,2.77,D
28.72664,79.9719,340.26,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.39,3.96,D
28.72348,79.9443,336.77,0.38,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.38,3.57,D
28.78945,79.9379,348.33,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,305.73,5.35,D
28.79345,79.93732,333.79,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,303.29,5.35,D
28.90327,79.99486,343.08,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,303.93,5.8,D
28.91309,79.65508,332.61,0.56,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,305.04,4.12,D
28.92651,79.63931,338.86,0.56,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.11,5.31,D
28.71927,77.7399,334.79,0.45,0.39,2022-03-26,0807,1,VIIRS,l,2.0NRT,309.59,3.53,D
29.0088,79.83411,331.58,0.57,0.43,2022-03-26,0807,1,VIIRS,l,2.0NRT,303.64,10.51,D
29.02302,79.6077,336.74,0.56,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.7,4.63,D
29.02233,79.60627,334.86,0.56,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.3,3.25,D
29.03946,79.58051,340.79,0.56,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.88,5.88,D
28.75854,77.0173,334.53,0.43,0.38,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.07,1.9,D
29.05078,79.03362,335.73,0.52,0.42,2022-03-26,0807,1,VIIRS,l,2.0NRT,308.21,3.09,D
29.16716,79.44355,334.76,0.55,0.43,2022-03-26,0807,1,VIIRS,l,2.0NRT,305.43,5.02,D
29.16652,79.43796,349.46,0.55,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,308.2,5.02,D
29.21015,79.43716,339.43,0.55,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.49,4.98,D
29.20949,79.43157,335.07,0.55,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.38,4.98,D
29.21012,79.43452,344.67,0.55,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.11,8.82,D
28.86412,76.32691,339.76,0.41,0.37,2022-03-26,0807,1,VIIRS,l,2.0NRT,311.1,5.42,D
28.88234,76.40904,333.76,0.41,0.37,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.91,1.37,D
29.25794,78.90728,332.64,0.52,0.41,2022-03-26,0807,1,VIIRS,l,2.0NRT,304.42,2.64,D
29.34077,79.15256,336.46,0.53,0.42,2022-03-26,0807,1,VIIRS,n,2.0NRT,308.98,5.38,D
29.35786,79.2664,334.3,0.54,0.42,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.1,4.71,D
29.34082,79.11926,336.37,0.53,0.42,2022-03-26,0807,1,VIIRS,l,2.0NRT,310.61,4.84,D
29.12746,77.38417,334.13,0.44,0.39,2022-03-26,0807,1,VIIRS,n,2.0NRT,305.32,3.38,D
29.38567,79.26809,336.08,0.54,0.42,2022-03-26,0807,1,VIIRS,l,2.0NRT,307.07,3.33,D
29.54508,79.68357,343.91,0.57,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,310.35,7.25,D
29.47661,78.57562,331.83,0.5,0.41,2022-03-26,0807,1,VIIRS,l,2.0NRT,305.36,2.84,D
29.21258,76.22043,344.98,0.41,0.37,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.97,6.4,D
29.72751,79.94408,335.56,0.4,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,303.96,2.72,D
29.72139,79.7748,334.94,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,300.42,3.23,D
29.7209,79.7703,341.71,0.39,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,300.11,3.23,D
29.72547,79.77483,331.98,0.39,0.44,2022-03-26,0807,1,VIIRS,l,2.0NRT,302.14,3.23,D
29.70911,79.3776,341.76,0.55,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,311.47,8.23,D
29.75147,79.71619,337.26,0.38,0.44,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.18,3.76,D
29.74926,79.69657,331.54,0.38,0.43,2022-03-26,0807,1,VIIRS,l,2.0NRT,306,3.48,D
29.77918,79.29421,338.79,0.55,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,306.4,7.63,D
29.83006,79.67709,331.69,0.38,0.43,2022-03-26,0807,1,VIIRS,n,2.0NRT,299.37,2.1,D
29.63405,77.9139,341.17,0.47,0.4,2022-03-26,0807,1,VIIRS,n,2.0NRT,308.02,18.98,D
29.72856,78.4987,334.98,0.5,0.41,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.53,3.27,D
29.66802,78.00762,335.26,0.47,0.4,2022-03-26,0807,1,VIIRS,n,2.0NRT,307.8,10.13,D
29.73164,78.46149,333.35,0.5,0.41,2022-03-26,0807,1,VIIRS,n,2.0NRT,304.76,1.52,D
29.99503,77.12959,330.76,0.44,0.38,2022-03-26,0807,1,VIIRS,l,2.0NRT,305.02,2.97,D
29.7135,79.77856,300.16,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.82,1.1,N
29.89944,79.42779,297.53,0.39,0.36,2022-03-26,2032,1,VIIRS,n,2.0NRT,286.8,0.3,N
29.7976,79.72421,296.66,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,286.6,0.61,N
29.7969,79.72831,300.29,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.39,0.57,N
29.75864,79.71667,304.73,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.61,0.78,N
29.75127,79.71934,299.23,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,288.09,0.67,N
29.74794,79.71862,306.3,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,288.11,0.91,N
29.71891,79.76714,299.72,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,288.07,0.49,N
29.7536,79.54266,300.91,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.65,0.6,N
29.71562,79.76615,302.38,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.67,0.49,N
29.70873,79.78619,302.72,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,288.14,0.77,N
29.70059,79.79323,301.92,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,288.04,0.81,N
29.75608,79.22425,298.42,0.39,0.36,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.39,0.71,N
29.61404,79.37994,298.33,0.39,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,287.23,0.82,N
29.53302,79.77863,299.58,0.4,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,286.94,0.73,N
29.50664,79.34917,300.81,0.39,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,288.06,0.64,N
29.36628,79.24748,302.9,0.39,0.36,2022-03-26,2032,1,VIIRS,n,2.0NRT,292.39,0.91,N
29.34764,79.27664,305.47,0.39,0.36,2022-03-26,2032,1,VIIRS,n,2.0NRT,291.9,0.55,N
28.82635,79.93233,301.99,0.41,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,291.63,1,N
28.81189,79.95502,302.2,0.41,0.37,2022-03-26,2032,1,VIIRS,n,2.0NRT,291.35,0.45,N
28.78736,77.15849,313.78,0.39,0.36,2022-03-26,2034,1,VIIRS,n,2.0NRT,291.85,1.05,N
27.66776,76.12822,314.59,0.4,0.37,2022-03-26,2034,1,VIIRS,n,2.0NRT,294,1.1,N
26.64448,79.4803,301.52,0.42,0.37,2022-03-26,2034,1,VIIRS,n,2.0NRT,290.7,1.24,N
28.79515,77.15192,307.81,0.39,0.36,2022-03-26,2034,1,VIIRS,n,2.0NRT,292.57,0.84,N
26.64108,79.47958,308.81,0.42,0.37,2022-03-26,2034,1,VIIRS,n,2.0NRT,291.12,1.12,N
28.34074,77.25583,318.59,0.39,0.36,2022-03-26,2034,1,VIIRS,n,2.0NRT,289.9,1.38,N
28.72996,77.15635,306.74,0.39,0.36,2022-03-26,2034,1,VIIRS,n,2.0NRT,294.78,0.49,N
26.42102,79.80077,342.58,0.38,0.36,2022-03-27,0748,1,VIIRS,l,2.0NRT,316.16,9.11,D
28.42127,78.27215,341.62,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,314.66,3.83,D
28.75567,79.94651,338.81,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,306.3,2.88,D
28.80485,79.95751,336.6,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,306.84,3.02,D
28.80799,79.95719,331.75,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,305.04,3.09,D
28.83114,79.95284,330.63,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,304.99,1.64,D
28.78758,79.00246,335.15,0.38,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,308.16,4.99,D
28.94373,79.65613,333.82,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,306.05,3.83,D
28.94315,79.6522,336.15,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,307.15,3.83,D
28.96021,79.65297,337.04,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,308.75,5.32,D
28.96581,79.59943,339.79,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,313.9,4.15,D
29.03182,79.79329,334.18,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,307.7,2.72,D
29.07375,79.59499,331.22,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,303.44,2.97,D
29.10332,79.47272,337.93,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,309.24,3.27,D
28.89504,78.08274,341.5,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,312.36,4.76,D
28.76237,77.02069,335.38,0.41,0.37,2022-03-27,0750,1,VIIRS,n,2.0NRT,309.34,2.15,D
29.20539,79.42889,339.11,0.38,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,307.45,2.06,D
29.26465,79.25638,337.43,0.38,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,308.97,4.16,D
29.31386,79.08926,336.8,0.38,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,310.89,3.17,D
29.29267,78.92794,336.21,0.38,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,307.8,3.05,D
29.34125,79.18076,330.72,0.38,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,305.51,2.88,D
29.39606,79.25023,335.08,0.38,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,304.37,2.02,D
29.15166,77.33122,335.62,0.4,0.37,2022-03-27,0750,1,VIIRS,n,2.0NRT,308.57,3.01,D
29.47794,78.58352,348.38,0.38,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,309.22,5.83,D
29.69098,79.38358,337.95,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,308.35,3.44,D
29.69427,79.38293,334.91,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,308.52,2.65,D
29.75464,79.72191,340.03,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,304.15,11.16,D
29.75405,79.71781,344.58,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,309.47,11.16,D
29.75,79.68999,339.46,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,308.14,4.51,D
29.75794,79.72127,330.96,0.39,0.36,2022-03-27,0750,1,VIIRS,l,2.0NRT,302.44,1.7,D
29.75329,79.68932,338.41,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,307.07,3.48,D
29.75271,79.68533,332.68,0.39,0.36,2022-03-27,0750,1,VIIRS,n,2.0NRT,304.65,3.48,D
