latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
26.64494,79.47865,327.18,0.39,0.36,2022-04-01,2021,1,VIIRS,n,2.0NRT,291.13,1.81,N
26.64435,79.48252,328.15,0.39,0.36,2022-04-01,2021,1,VIIRS,n,2.0NRT,294.75,1.81,N
26.64163,79.47802,302.28,0.39,0.36,2022-04-01,2021,1,VIIRS,n,2.0NRT,291.7,1.81,N
26.8385,76.15549,313.85,0.5,0.41,2022-04-01,2021,1,VIIRS,n,2.0NRT,289.99,1.12,N
26.83807,76.15376,318.33,0.5,0.41,2022-04-01,2021,1,VIIRS,n,2.0NRT,290.71,2.44,N
27.4963,76.24202,338.44,0.43,0.46,2022-04-02,0735,1,VIIRS,n,2.0NRT,312.92,2.03,D
27.50045,76.24107,341.83,0.43,0.46,2022-04-02,0735,1,VIIRS,n,2.0NRT,313.52,3.86,D
28.36694,79.97879,344.24,0.42,0.38,2022-04-02,0735,1,VIIRS,n,2.0NRT,309.62,4.9,D
28.49529,79.92522,339.88,0.42,0.38,2022-04-02,0735,1,VIIRS,n,2.0NRT,312.76,3.6,D
28.51836,79.69411,336.95,0.43,0.38,2022-04-02,0735,1,VIIRS,n,2.0NRT,310.13,2.83,D
28.98102,79.81904,334.21,0.42,0.38,2022-04-02,0735,1,VIIRS,l,2.0NRT,306.29,0.84,D
28.991,79.79473,342.34,0.42,0.38,2022-04-02,0735,1,VIIRS,n,2.0NRT,315.65,5.89,D
29.00317,79.41038,336.2,0.43,0.38,2022-04-02,0735,1,VIIRS,l,2.0NRT,310.46,3.25,D
29.0798,79.47099,334.08,0.43,0.38,2022-04-02,0735,1,VIIRS,l,2.0NRT,308.93,3.33,D
29.09932,79.48022,336.85,0.43,0.38,2022-04-02,0735,1,VIIRS,l,2.0NRT,310.34,3.18,D
29.10018,79.44373,343.18,0.43,0.38,2022-04-02,0735,1,VIIRS,n,2.0NRT,316.18,3.79,D
28.87138,78.01285,343.23,0.5,0.41,2022-04-02,0735,1,VIIRS,n,2.0NRT,310.56,5,D
28.87307,78.01017,339.3,0.5,0.41,2022-04-02,0735,1,VIIRS,n,2.0NRT,313.32,3.64,D
29.07868,77.48358,336.45,0.52,0.42,2022-04-02,0737,1,VIIRS,l,2.0NRT,311.34,15.15,D
29.51841,79.45786,339.2,0.43,0.38,2022-04-02,0737,1,VIIRS,n,2.0NRT,306.91,5.87,D
29.23626,77.74097,335.4,0.5,0.41,2022-04-02,0737,1,VIIRS,n,2.0NRT,308.62,0.95,D
29.30657,77.95581,335.32,0.49,0.4,2022-04-02,0737,1,VIIRS,l,2.0NRT,310.18,2.86,D
29.30486,77.95313,338.83,0.49,0.4,2022-04-02,0737,1,VIIRS,n,2.0NRT,311.09,2.88,D
29.69531,79.60299,339.18,0.42,0.38,2022-04-02,0737,1,VIIRS,n,2.0NRT,303.36,5.2,D
29.69386,79.59446,331.69,0.42,0.38,2022-04-02,0737,1,VIIRS,l,2.0NRT,306.02,2.63,D
29.72172,79.71715,338.09,0.42,0.37,2022-04-02,0737,1,VIIRS,n,2.0NRT,303.64,3.57,D
29.72513,79.71655,331.48,0.42,0.37,2022-04-02,0737,1,VIIRS,l,2.0NRT,305.15,3.57,D
29.72523,79.71747,336.9,0.42,0.37,2022-04-02,0737,1,VIIRS,n,2.0NRT,304.84,6.2,D
29.7383,79.6705,340.6,0.42,0.38,2022-04-02,0737,1,VIIRS,n,2.0NRT,301.31,4.27,D
29.69552,79.34184,334.24,0.43,0.38,2022-04-02,0737,1,VIIRS,n,2.0NRT,303.76,1.91,D
29.58626,78.58144,334.76,0.46,0.39,2022-04-02,0737,1,VIIRS,n,2.0NRT,307.95,3.32,D
29.90813,79.75636,354,0.41,0.37,2022-04-02,0737,1,VIIRS,n,2.0NRT,306.35,12.84,D
29.90738,79.75191,330.27,0.41,0.37,2022-04-02,0737,1,VIIRS,l,2.0NRT,304.37,4.12,D
29.91157,79.75589,342.73,0.41,0.37,2022-04-02,0737,1,VIIRS,n,2.0NRT,299.51,3.44,D
29.73014,78.49341,332.47,0.46,0.39,2022-04-02,0737,1,VIIRS,n,2.0NRT,307.35,0.89,D
29.89726,79.32614,335.17,0.43,0.38,2022-04-02,0737,1,VIIRS,n,2.0NRT,303.35,5.56,D
29.92908,79.36553,332.67,0.43,0.38,2022-04-02,0737,1,VIIRS,l,2.0NRT,305.83,6.04,D
29.9917,79.70914,339.37,0.42,0.37,2022-04-02,0737,1,VIIRS,n,2.0NRT,303.94,6.27,D
29.76824,78.37634,334.85,0.46,0.39,2022-04-02,0737,1,VIIRS,l,2.0NRT,309.61,4.09,D
29.77181,78.37549,339.2,0.46,0.39,2022-04-02,0737,1,VIIRS,n,2.0NRT,308.47,2.94,D
29.96202,79.03073,332.95,0.44,0.38,2022-04-02,0737,1,VIIRS,l,2.0NRT,305.22,4.06,D
29.92445,78.8194,334.67,0.44,0.39,2022-04-02,0737,1,VIIRS,l,2.0NRT,307.44,3.01,D
29.9867,79.00341,298.88,0.47,0.47,2022-04-02,2002,1,VIIRS,n,2.0NRT,285.75,0.64,N
29.93056,79.37208,302.26,0.44,0.46,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.75,0.87,N
29.88386,79.80616,298.97,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.92,0.9,N
29.84794,79.70832,304.97,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,288.85,0.86,N
29.8446,79.69994,303.94,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.37,0.86,N
29.84416,79.70408,303.94,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,288.04,0.86,N
29.8408,79.69584,297.97,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.14,0.31,N
29.84037,79.69987,297.72,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.14,0.56,N
29.84349,79.69721,304.94,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.96,1.07,N
29.84302,79.7014,313.27,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,288.32,2.02,N
29.88856,79.08593,299.71,0.46,0.47,2022-04-02,2002,1,VIIRS,n,2.0NRT,285.08,1.16,N
29.73317,79.89604,300.85,0.41,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.19,0.43,N
29.86533,78.56863,304.64,0.49,0.49,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.89,1.38,N
29.74468,79.67105,303.78,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.34,1.41,N
29.73152,79.75515,310.87,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.08,1.64,N
29.73079,79.72244,302.32,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.13,0.86,N
29.70572,79.95696,300.93,0.41,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.27,0.95,N
29.72395,79.74722,313.82,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.31,2.62,N
29.72954,79.75732,307.98,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.11,1.14,N
29.72897,79.7248,303.04,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,286.52,0.77,N
29.72625,79.74909,318.66,0.42,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,288.01,2.94,N
29.75054,79.45389,303.44,0.44,0.46,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.23,0.99,N
29.69968,79.60654,301.81,0.43,0.46,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.63,1.04,N
29.69184,79.60048,305.8,0.43,0.46,2022-04-02,2002,1,VIIRS,n,2.0NRT,287.12,1.37,N
29.68821,79.59465,301.47,0.43,0.46,2022-04-02,2002,1,VIIRS,n,2.0NRT,284.76,0.61,N
29.69045,79.11982,304.98,0.45,0.47,2022-04-02,2002,1,VIIRS,n,2.0NRT,291.02,0.86,N
29.68872,79.11637,301.64,0.45,0.47,2022-04-02,2002,1,VIIRS,n,2.0NRT,290.71,1.09,N
29.55373,79.84369,305.68,0.41,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,288.62,1.42,N
29.54971,79.84221,313.34,0.41,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,290.45,1.42,N
29.61035,79.11266,305.06,0.45,0.47,2022-04-02,2002,1,VIIRS,n,2.0NRT,292.12,1.19,N
29.58899,79.23544,300.65,0.45,0.47,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.72,0.43,N
29.14561,79.45825,305.44,0.43,0.46,2022-04-02,2002,1,VIIRS,n,2.0NRT,293.04,1,N
29.01168,79.81898,301.2,0.41,0.45,2022-04-02,2002,1,VIIRS,n,2.0NRT,290.6,0.78,N
29.17496,75.77364,303.99,0.36,0.57,2022-04-02,2002,1,VIIRS,n,2.0NRT,290.78,0.56,N
28.84389,77.21758,300.18,0.58,0.52,2022-04-02,2002,1,VIIRS,n,2.0NRT,290.11,0.36,N
28.34168,77.20425,302.2,0.57,0.52,2022-04-02,2002,1,VIIRS,n,2.0NRT,289.7,0.63,N
26.64277,79.47754,304.49,0.4,0.44,2022-04-02,2002,1,VIIRS,n,2.0NRT,291.59,0.64,N
26.34552,79.65146,309.66,0.39,0.44,2022-04-02,2002,1,VIIRS,n,2.0NRT,290.84,0.73,N
27.11401,76.27522,339.39,0.42,0.61,2022-04-03,0718,1,VIIRS,l,2.0NRT,312.88,1.97,D
28.00247,79.8471,338.99,0.49,0.49,2022-04-03,0718,1,VIIRS,n,2.0NRT,311.13,2.92,D
27.29885,76.46568,338.23,0.41,0.6,2022-04-03,0718,1,VIIRS,l,2.0NRT,311.52,2.1,D
29.68925,79.6071,338.44,0.47,0.48,2022-04-03,0718,1,VIIRS,n,2.0NRT,303.31,4.52,D
29.69466,79.61131,330.82,0.47,0.48,2022-04-03,0718,1,VIIRS,l,2.0NRT,304.04,2.59,D
29.72724,79.72482,333.31,0.46,0.47,2022-04-03,0718,1,VIIRS,n,2.0NRT,302.83,3.65,D
29.72223,79.41484,341.07,0.48,0.48,2022-04-03,0718,1,VIIRS,n,2.0NRT,308.94,10.21,D
28.99146,76.16828,367,0.39,0.59,2022-04-03,0718,1,VIIRS,h,2.0NRT,310.91,8.97,D
29.83798,79.70743,331.31,0.46,0.47,2022-04-03,0718,1,VIIRS,n,2.0NRT,300.06,4.02,D
29.83721,79.70374,336.45,0.46,0.47,2022-04-03,0718,1,VIIRS,n,2.0NRT,300.79,4.02,D
29.84309,79.71043,336.11,0.46,0.47,2022-04-03,0718,1,VIIRS,n,2.0NRT,300.07,5.27,D
29.84229,79.7066,337.13,0.46,0.47,2022-04-03,0718,1,VIIRS,n,2.0NRT,300.44,6.12,D
29.72004,77.91821,342.18,0.59,0.53,2022-04-03,0718,1,VIIRS,n,2.0NRT,307.87,6.02,D
29.85166,77.69908,334.73,0.6,0.53,2022-04-03,0718,1,VIIRS,n,2.0NRT,308.07,4.16,D
29.85641,77.69766,343.16,0.6,0.53,2022-04-03,0718,1,VIIRS,n,2.0NRT,308.81,4.16,D
29.85509,77.69733,334.73,0.6,0.53,2022-04-03,0718,1,VIIRS,l,2.0NRT,308.76,5.8,D
29.85985,77.69594,334.02,0.6,0.53,2022-04-03,0718,1,VIIRS,n,2.0NRT,307.24,4.02,D
27.29362,76.46729,335.23,0.68,0.74,2022-04-03,0858,1,VIIRS,l,2.0NRT,309.15,2.45,D
29.98476,79.56629,300.7,0.42,0.61,2022-04-03,1942,1,VIIRS,n,2.0NRT,286.8,0.89,N
29.92941,79.37778,296.97,0.43,0.62,2022-04-03,1942,1,VIIRS,n,2.0NRT,286.85,0.52,N
29.92406,79.3719,299.84,0.43,0.62,2022-04-03,1942,1,VIIRS,n,2.0NRT,286.38,1.64,N
29.92375,79.37665,301.12,0.43,0.62,2022-04-03,1942,1,VIIRS,n,2.0NRT,287.98,1.43,N
29.92739,79.37597,297.33,0.43,0.62,2022-04-03,1942,1,VIIRS,n,2.0NRT,286.8,0.7,N
29.92175,79.37469,312.69,0.43,0.62,2022-04-03,1942,1,VIIRS,n,2.0NRT,288.81,1.91,N
29.84632,79.7126,299.53,0.41,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,287.94,1.36,N
29.84098,79.70882,304.75,0.41,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,288.65,0.6,N
29.84076,79.71182,299.52,0.41,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,288.33,0.6,N
29.83685,79.68804,299.24,0.41,0.61,2022-04-03,1942,1,VIIRS,n,2.0NRT,286.74,0.82,N
29.83625,79.6965,298.82,0.41,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,287,0.84,N
29.85492,79.26199,302.01,0.43,0.62,2022-04-03,1942,1,VIIRS,n,2.0NRT,287.27,0.76,N
29.726,79.76126,315.32,0.4,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,288.31,1.21,N
29.78173,78.86308,300.68,0.46,0.63,2022-04-03,1942,1,VIIRS,n,2.0NRT,288.07,0.66,N
29.72325,79.72173,300.86,0.41,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,287.03,1.01,N
29.67259,79.81232,298.66,0.4,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,287.29,0.68,N
29.54753,79.84721,304.46,0.4,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,289.37,0.89,N
29.50696,79.63897,299,0.41,0.61,2022-04-03,1942,1,VIIRS,n,2.0NRT,286.71,0.42,N
29.45101,79.94583,305.19,0.39,0.59,2022-04-03,1942,1,VIIRS,n,2.0NRT,289.72,1.25,N
29.47892,76.85394,304.06,0.6,0.71,2022-04-03,1942,1,VIIRS,n,2.0NRT,288.08,1.47,N
29.19632,79.6366,305.45,0.4,0.6,2022-04-03,1942,1,VIIRS,n,2.0NRT,295.11,2.05,N
29.10047,79.95002,307.5,0.39,0.59,2022-04-03,1942,1,VIIRS,n,2.0NRT,295.63,2.02,N
27.29517,76.46409,305.46,0.61,0.71,2022-04-03,1945,1,VIIRS,n,2.0NRT,295.35,2.64,N
27.29623,76.46266,306.12,0.61,0.71,2022-04-03,1945,1,VIIRS,n,2.0NRT,295.58,3.21,N
26.64575,79.47591,306.12,0.39,0.59,2022-04-03,1945,1,VIIRS,n,2.0NRT,289.17,0.87,N
26.64544,79.47986,304.54,0.39,0.59,2022-04-03,1945,1,VIIRS,n,2.0NRT,292.28,0.87,N
26.64458,79.47836,317.51,0.39,0.59,2022-04-03,1945,1,VIIRS,n,2.0NRT,290.88,1.58,N
26.32014,79.77643,300.92,0.37,0.58,2022-04-03,1945,1,VIIRS,n,2.0NRT,288.98,0.74,N
26.31693,79.7772,305.24,0.37,0.58,2022-04-03,1945,1,VIIRS,n,2.0NRT,288.55,0.68,N
26.28065,79.69759,305.27,0.37,0.58,2022-04-03,1945,1,VIIRS,n,2.0NRT,288.61,0.49,N
29.93064,79.37521,300.88,0.58,0.7,2022-04-03,2123,1,VIIRS,n,2.0NRT,286.04,0.66,N
29.73654,79.97745,300.19,0.63,0.72,2022-04-03,2123,1,VIIRS,n,2.0NRT,287.44,1.56,N
29.73525,79.98203,311.15,0.64,0.72,2022-04-03,2123,1,VIIRS,n,2.0NRT,287.94,1.56,N
29.73752,79.97738,298.22,0.64,0.72,2022-04-03,2123,1,VIIRS,n,2.0NRT,287.34,1.66,N
29.73643,79.98136,307.1,0.64,0.72,2022-04-03,2123,1,VIIRS,n,2.0NRT,287.99,3,N
29.73066,79.97701,299.35,0.64,0.72,2022-04-03,2123,1,VIIRS,n,2.0NRT,287.36,1.41,N
29.69631,79.94987,297.76,0.63,0.72,2022-04-03,2123,1,VIIRS,n,2.0NRT,287.04,0.73,N
29.47688,76.85658,303.42,0.42,0.61,2022-04-03,2123,1,VIIRS,n,2.0NRT,289.95,1.14,N
29.47582,76.86079,312.83,0.42,0.61,2022-04-03,2123,1,VIIRS,n,2.0NRT,292.57,1.14,N
26.13679,78.67432,337.52,0.62,0.71,2022-04-04,0659,1,VIIRS,l,2.0NRT,311.47,2.69,D
26.76548,78.50107,340.52,0.61,0.71,2022-04-04,0659,1,VIIRS,n,2.0NRT,309.57,8.53,D
27.48573,77.52138,342.39,0.67,0.74,2022-04-04,0659,1,VIIRS,n,2.0NRT,308.3,4.53,D
28.97478,79.87888,338.33,0.45,0.63,2022-04-04,0701,1,VIIRS,n,2.0NRT,310.08,3.44,D
28.98827,79.81203,332.35,0.45,0.63,2022-04-04,0701,1,VIIRS,l,2.0NRT,305.21,2.26,D
29.00943,79.57761,342.94,0.47,0.64,2022-04-04,0701,1,VIIRS,n,2.0NRT,306.24,4.13,D
29.26233,78.07623,331,0.56,0.69,2022-04-04,0701,1,VIIRS,l,2.0NRT,305.21,2.23,D
29.70041,79.25191,347.58,0.47,0.64,2022-04-04,0701,1,VIIRS,n,2.0NRT,305.04,4.93,D
29.41591,77.86258,338.62,0.57,0.69,2022-04-04,0701,1,VIIRS,n,2.0NRT,308.31,3.89,D
29.41909,77.86065,339.66,0.57,0.69,2022-04-04,0701,1,VIIRS,n,2.0NRT,307.82,3.68,D
29.52165,78.04449,336.25,0.56,0.69,2022-04-04,0701,1,VIIRS,l,2.0NRT,310.14,4.77,D
29.4748,76.85529,330.48,0.65,0.73,2022-04-04,0701,1,VIIRS,l,2.0NRT,302.65,2.58,D
29.92129,77.34549,340.22,0.6,0.7,2022-04-04,0701,1,VIIRS,n,2.0NRT,305.61,5.15,D
26.07944,79.67673,349.47,0.53,0.67,2022-04-04,0837,1,VIIRS,n,2.0NRT,313.35,7.21,D
26.08446,79.67505,367,0.53,0.67,2022-04-04,0837,1,VIIRS,h,2.0NRT,312.84,6.46,D
26.38744,79.66627,367,0.53,0.67,2022-04-04,0839,1,VIIRS,h,2.0NRT,311.28,15.93,D
26.38707,79.66089,354.08,0.53,0.67,2022-04-04,0839,1,VIIRS,n,2.0NRT,313.49,14.23,D
26.75929,78.50061,339.16,0.45,0.63,2022-04-04,0839,1,VIIRS,l,2.0NRT,313.7,7.87,D
26.75859,78.49694,343.46,0.45,0.63,2022-04-04,0839,1,VIIRS,l,2.0NRT,313.58,7.51,D
26.80591,76.89134,341.19,0.36,0.57,2022-04-04,0839,1,VIIRS,l,2.0NRT,313.56,2.02,D
26.88464,77.77593,353.14,0.41,0.6,2022-04-04,0839,1,VIIRS,n,2.0NRT,314.69,6.51,D
26.8112,76.89079,344.85,0.36,0.57,2022-04-04,0839,1,VIIRS,n,2.0NRT,314.36,4.14,D
27.3719,79.25458,346.59,0.51,0.66,2022-04-04,0839,1,VIIRS,n,2.0NRT,308.02,3.45,D
27.40514,76.8396,341.69,0.36,0.57,2022-04-04,0839,1,VIIRS,l,2.0NRT,315.43,7.17,D
27.44781,77.03168,344.35,0.37,0.58,2022-04-04,0839,1,VIIRS,l,2.0NRT,314.55,2.59,D
27.49423,77.46996,367,0.4,0.6,2022-04-04,0839,1,VIIRS,h,2.0NRT,313.79,5.69,D
27.95908,79.75826,345.46,0.55,0.68,2022-04-04,0839,1,VIIRS,n,2.0NRT,306.38,6.4,D
27.89271,76.83372,346.66,0.37,0.58,2022-04-04,0839,1,VIIRS,n,2.0NRT,312.25,2.2,D
27.89085,76.83313,345.88,0.37,0.58,2022-04-04,0839,1,VIIRS,n,2.0NRT,312.38,2.28,D
28.50788,77.50127,334.31,0.41,0.6,2022-04-04,0839,1,VIIRS,l,2.0NRT,309.3,3.4,D
29.00784,79.58171,367,0.55,0.68,2022-04-04,0839,1,VIIRS,h,2.0NRT,304.99,8.29,D
29.0075,79.57599,337.57,0.55,0.68,2022-04-04,0839,1,VIIRS,n,2.0NRT,307.33,8.29,D
29.01072,79.58052,367,0.55,0.68,2022-04-04,0839,1,VIIRS,h,2.0NRT,304.65,10.58,D
29.17723,79.55205,330.93,0.55,0.68,2022-04-04,0839,1,VIIRS,l,2.0NRT,304.32,4.58,D
29.27286,79.0707,331,0.52,0.67,2022-04-04,0839,1,VIIRS,n,2.0NRT,305.46,1.97,D
29.35216,78.95654,338.34,0.51,0.66,2022-04-04,0839,1,VIIRS,n,2.0NRT,307.12,5.53,D
29.1639,75.75944,345.99,0.32,0.55,2022-04-04,0839,1,VIIRS,n,2.0NRT,310.02,3.59,D
29.23259,75.6778,352.14,0.32,0.55,2022-04-04,0839,1,VIIRS,n,2.0NRT,311.09,4.23,D
29.5788,78.53905,336.07,0.48,0.65,2022-04-04,0839,1,VIIRS,n,2.0NRT,307.75,2.49,D
29.6833,79.97839,343.56,0.59,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,303.13,9.61,D
29.68287,79.9707,347.63,0.59,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,308.39,12.62,D
29.58122,78.53702,334.75,0.48,0.65,2022-04-04,0839,1,VIIRS,n,2.0NRT,308.62,3.72,D
29.47292,76.85998,346.05,0.38,0.59,2022-04-04,0839,1,VIIRS,n,2.0NRT,309.1,3.15,D
29.68329,79.97771,344.78,0.59,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,303.54,7.7,D
29.68293,79.97035,345.42,0.59,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,307.92,7.7,D
29.73576,79.98227,340.33,0.6,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,302.36,6.4,D
29.71963,78.29783,338.47,0.47,0.64,2022-04-04,0839,1,VIIRS,n,2.0NRT,308.13,2.95,D
29.73272,78.31642,333.96,0.47,0.64,2022-04-04,0839,1,VIIRS,n,2.0NRT,308.36,3.29,D
29.88968,78.8692,367,0.51,0.66,2022-04-04,0839,1,VIIRS,h,2.0NRT,303.18,14.21,D
29.91852,79.37185,341.14,0.55,0.68,2022-04-04,0839,1,VIIRS,n,2.0NRT,302.41,9.67,D
29.93697,79.36218,331.44,0.55,0.68,2022-04-04,0839,1,VIIRS,n,2.0NRT,303.12,3.18,D
29.89439,78.54694,332.57,0.49,0.65,2022-04-04,0839,1,VIIRS,n,2.0NRT,304.69,1.65,D
29.9961,79.73196,339.36,0.58,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,301.12,5.61,D
29.99727,79.73454,334.44,0.58,0.7,2022-04-04,0839,1,VIIRS,n,2.0NRT,297.68,3.95,D
28.83945,79.77193,301,0.77,0.77,2022-04-04,1923,1,VIIRS,n,2.0NRT,288.72,0.76,N
29.72798,79.76927,300.3,0.78,0.78,2022-04-04,1923,1,VIIRS,n,2.0NRT,288.46,2.09,N
29.89656,79.78382,297.41,0.32,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.92,0.42,N
29.83517,79.97708,300.36,0.33,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.73,0.72,N
29.93056,79.38337,304.39,0.61,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,287.45,1.1,N
29.9244,79.36565,299.36,0.61,0.53,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.58,1.03,N
29.9195,79.36481,303.8,0.61,0.53,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.38,3.02,N
29.7686,79.99428,301.53,0.34,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.67,1.29,N
29.76788,79.99736,303.96,0.34,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,287.33,1.16,N
29.76329,79.99423,298.3,0.34,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.9,0.35,N
29.82939,79.6886,322.69,0.32,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,287.14,2.09,N
29.82838,79.69293,302.41,0.32,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,287.4,1.25,N
29.97811,78.99703,297.48,0.58,0.52,2022-04-04,2104,1,VIIRS,n,2.0NRT,285.81,0.85,N
29.74151,79.97382,299,0.33,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.78,0.51,N
29.71477,79.90753,300.87,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.86,0.8,N
29.80996,79.43964,310.18,0.62,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.81,2.55,N
29.80891,79.4441,301.84,0.62,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.31,1.83,N
29.71476,79.9103,303.95,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,289.16,0.75,N
29.81152,79.44338,296.97,0.62,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.25,1.11,N
29.80755,79.43827,297.52,0.62,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.11,1.11,N
29.80652,79.44278,297.12,0.62,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.31,1.11,N
29.67838,79.97556,298.74,0.34,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.63,0.72,N
29.71865,79.73431,300.81,0.32,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,287.11,0.47,N
29.8864,78.87022,301.04,0.57,0.52,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.19,1.61,N
29.75966,78.92083,298.16,0.58,0.52,2022-04-04,2104,1,VIIRS,n,2.0NRT,287,0.76,N
29.7549,78.91985,301.93,0.58,0.52,2022-04-04,2104,1,VIIRS,n,2.0NRT,287.92,0.76,N
29.54225,79.70278,298.71,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,282.62,0.65,N
29.5416,79.70551,298.38,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,283.3,0.65,N
29.54094,79.7083,298.61,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,282.66,0.7,N
29.6529,79.20948,302.09,0.61,0.53,2022-04-04,2104,1,VIIRS,n,2.0NRT,289.6,1.01,N
29.62967,79.24353,303.78,0.61,0.53,2022-04-04,2104,1,VIIRS,n,2.0NRT,288.05,1.01,N
29.65449,79.20829,306,0.61,0.53,2022-04-04,2104,1,VIIRS,n,2.0NRT,290.14,1.73,N
29.54149,79.70465,298.5,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,283.22,1.17,N
29.54086,79.70739,299.79,0.33,0.55,2022-04-04,2104,1,VIIRS,n,2.0NRT,282.92,1.15,N
29.6252,79.2477,302.13,0.61,0.53,2022-04-04,2104,1,VIIRS,n,2.0NRT,289.19,1.58,N
29.34548,79.21503,300.61,0.61,0.54,2022-04-04,2104,1,VIIRS,n,2.0NRT,286.3,1.03,N
29.09864,79.9805,309.71,0.35,0.56,2022-04-04,2104,1,VIIRS,n,2.0NRT,295.41,1.77,N
29.85237,76.52891,296.4,0.42,0.45,2022-04-04,2104,1,VIIRS,n,2.0NRT,285.89,0.35,N
29.45532,76.86945,327.56,0.45,0.47,2022-04-04,2104,1,VIIRS,n,2.0NRT,294.88,3.64,N
28.80271,77.05323,304.92,0.47,0.48,2022-04-04,2104,1,VIIRS,n,2.0NRT,294.51,1.57,N
26.11251,79.22581,303.69,0.36,0.58,2022-04-04,2106,1,VIIRS,n,2.0NRT,290.35,0.39,N
